A,TOTAL,KM2,AL035	: 	: 	: 	: 	3737 e	3737 e	3737 e	3737 e	3737 e	3737 e
A,TOTAL,KM2,RO3	36271 	36271 	36271 	36271 	36271 	36271 	36271 	36271 	36271 	36271 
A,TOTAL,KM2,RO31	34467 	34467 	34467 	34467 	34467 	34467 	34467 	34467 	34467 	34467 
A,TOTAL,KM2,RO311	6822 	6822 	6822 	6822 	6822 	6822 	6822 	6822 	6822 	6822 
A,TOTAL,KM2,RO312	5087 	5087 	5087 	5087 	5087 	5087 	5087 	5087 	5087 	5087 
A,TOTAL,KM2,RO313	4056 	4056 	4056 	4056 	4056 	4056 	4056 	4056 	4056 	4056 
A,TOTAL,KM2,RO314	3544 	3544 	3544 	3544 	3544 	3544 	3544 	3544 	3544 	3544 
A,TOTAL,KM2,RO315	4455 	4455 	4455 	4455 	4455 	4455 	4455 	4455 	4455 	4455 
A,TOTAL,KM2,RO316	4715 	4715 	4715 	4715 	4715 	4715 	4715 	4715 	4715 	4715 
A,TOTAL,KM2,RO317	5788 	5788 	5788 	5788 	5788 	5788 	5788 	5788 	5788 	5788 
A,TOTAL,KM2,RO32	1804 	1804 	1804 	1804 	1804 	1804 	1804 	1804 	1804 	1804 
A,TOTAL,KM2,RO321	240 	240 	240 	240 	240 	240 	240 	240 	240 	240 
A,TOTAL,KM2,RO322	1564 	1564 	1564 	1564 	1564 	1564 	1564 	1564 	1564 	1564 
A,TOTAL,KM2,RO4	61248 	61248 	61248 	61248 	61248 	61248 	61248 	61248 	61248 	61248 
A,TOTAL,KM2,RO41	29206 	29206 	29206 	29206 	29206 	29206 	29206 	29206 	29206 	29206 
A,TOTAL,KM2,RO411	7425 	7425 	7425 	7425 	7425 	7425 	7425 	7425 	7425 	7425 
A,TOTAL,KM2,RO412	5572 	5572 	5572 	5572 	5572 	5572 	5572 	5572 	5572 	5572 
A,TOTAL,KM2,RO413	4942 	4942 	4942 	4942 	4942 	4942 	4942 	4942 	4942 	4942 
A,TOTAL,KM2,RO414	5503 	5503 	5503 	5503 	5503 	5503 	5503 	5503 	5503 	5503 
A,TOTAL,KM2,RO415	5764 	5764 	5764 	5764 	5764 	5764 	5764 	5764 	5764 	5764 
A,TOTAL,KM2,RO42	32042 	32042 	32042 	32042 	32042 	32042 	32042 	32042 	32042 	32042 
A,TOTAL,KM2,RO421	7746 	7746 	7746 	7746 	7746 	7746 	7746 	7746 	7746 	7746 
A,TOTAL,KM2,RO422	8532 	8532 	8532 	8532 	8532 	8532 	8532 	8532 	8532 	8532 
A,TOTAL,KM2,RO423	7072 	7072 	7072 	7072 	7072 	7072 	7072 	7072 	7072 	7072 
A,TOTAL,KM2,RO424	8692 	8692 	8692 	8692 	8692 	8692 	8692 	8692 	8692 	8692 
A,TOTAL,KM2,SE	447424 	447424 	447424 	447424 	447424 	447424 	447424 	447424 	447424 	447424 
A,TOTAL,KM2,SE1	50307 	50307 	50307 	50307 	50307 	50307 	50307 	50307 	50307 	50307 
A,TOTAL,KM2,SE11	7153 	7153 	7153 	7153 	7153 	7153 	7153 	7153 	7153 	7153 
A,TOTAL,KM2,SE110	7153 	7153 	7153 	7153 	7153 	7153 	7153 	7153 	7153 	7153 
A,TOTAL,KM2,SE12	43154 	43154 	43154 	43154 	43154 	43154 	43154 	43154 	43154 	43154 
A,TOTAL,KM2,SE121	8608 	8608 	8608 	8608 	8608 	8608 	8608 	8608 	8608 	8608 
A,TOTAL,KM2,SE122	7026 	7026 	7026 	7026 	7026 	7026 	7026 	7026 	7026 	7026 
A,TOTAL,KM2,SE123	12229 	12229 	12229 	12229 	12229 	12229 	12229 	12229 	12229 	12229 
A,TOTAL,KM2,SE124	9633 	9633 	9633 	9633 	9633 	9633 	9633 	9633 	9633 	9633 
A,TOTAL,KM2,SE125	5658 	5658 	5658 	5658 	5658 	5658 	5658 	5658 	5658 	5658 
A,TOTAL,KM2,SE2	84685 	84685 	84685 	84685 	84685 	84685 	84685 	84685 	84685 	84685 
A,TOTAL,KM2,SE21	35879 	35879 	35879 	35879 	35879 	35879 	35879 	35879 	35879 	35879 
A,TOTAL,KM2,SE211	11693 	11693 	11693 	11693 	11693 	11693 	11693 	11693 	11693 	11693 
A,TOTAL,KM2,SE212	9384 	9384 	9384 	9384 	9384 	9384 	9384 	9384 	9384 	9384 
A,TOTAL,KM2,SE213	11636 	11636 	11636 	11636 	11636 	11636 	11636 	11636 	11636 	11636 
A,TOTAL,KM2,SE214	3166 	3166 	3166 	3166 	3166 	3166 	3166 	3166 	3166 	3166 
A,TOTAL,KM2,SE22	14341 	14341 	14341 	14341 	14341 	14341 	14341 	14341 	14341 	14341 
A,TOTAL,KM2,SE221	3039 	3039 	3039 	3039 	3039 	3039 	3039 	3039 	3039 	3039 
A,TOTAL,KM2,SE224	11302 	11302 	11302 	11302 	11302 	11302 	11302 	11302 	11302 	11302 
A,TOTAL,KM2,SE23	34465 	34465 	34465 	34465 	34465 	34465 	34465 	34465 	34465 	34465 
A,TOTAL,KM2,SE231	5687 	5687 	5687 	5687 	5687 	5687 	5687 	5687 	5687 	5687 
A,TOTAL,KM2,SE232	28778 	28778 	28778 	28778 	28778 	28778 	28778 	28778 	28778 	28778 
A,TOTAL,KM2,SE3	312432 	312432 	312432 	312432 	312432 	312432 	312432 	312432 	312432 	312432 
A,TOTAL,KM2,SE31	71640 	71640 	71640 	71640 	71640 	71640 	71640 	71640 	71640 	71640 
A,TOTAL,KM2,SE311	21789 	21789 	21789 	21789 	21789 	21789 	21789 	21789 	21789 	21789 
A,TOTAL,KM2,SE312	30222 	30222 	30222 	30222 	30222 	30222 	30222 	30222 	30222 	30222 
A,TOTAL,KM2,SE313	19629 	19629 	19629 	19629 	19629 	19629 	19629 	19629 	19629 	19629 
A,TOTAL,KM2,SE32	76709 	76709 	76709 	76709 	76709 	76709 	76709 	76709 	76709 	76709 
A,TOTAL,KM2,SE321	22957 	22957 	22957 	22957 	22957 	22957 	22957 	22957 	22957 	22957 
A,TOTAL,KM2,SE322	53752 	53752 	53752 	53752 	53752 	53752 	53752 	53752 	53752 	53752 
A,TOTAL,KM2,SE33	164083 	164083 	164083 	164083 	164083 	164083 	164083 	164083 	164083 	164083 
A,TOTAL,KM2,SE331	58875 	58875 	58875 	58875 	58875 	58875 	58875 	58875 	58875 	58875 
A,TOTAL,KM2,SE332	105208 	105208 	105208 	105208 	105208 	105208 	105208 	105208 	105208 	105208 
A,TOTAL,KM2,SI	20273 	20273 	20273 	20273 	20273 	20273 	20273 	20273 	20273 	20273 
A,TOTAL,KM2,SI0	20273 	20273 	20273 	20273 	20273 	20273 	20273 	20273 	20273 	20273 
A,TOTAL,KM2,SI03	12433 	12433 	12433 	12433 	12433 	12433 	12433 	12433 	12433 	12433 
A,TOTAL,KM2,SI031	1337 	1337 	1337 	1337 	1337 	1337 	1337 	1337 	1337 	1337 
A,TOTAL,KM2,SI032	2170 	2170 	2170 	2170 	2170 	2170 	2170 	2170 	2170 	2170 
A,TOTAL,KM2,SI033	1041 	1041 	1041 	1041 	1041 	1041 	1041 	1041 	1041 	1041 
A,TOTAL,KM2,SI034	2301 	2301 	2301 	2301 	2301 	2301 	2301 	2301 	2301 	2301 
A,TOTAL,KM2,SI035	485 	485 	485 	485 	485 	485 	485 	485 	485 	485 
A,TOTAL,KM2,SI036	968 	968 	968 	968 	968 	968 	968 	968 	968 	968 
A,TOTAL,KM2,SI037	2675 	2675 	2675 	2675 	2675 	2675 	2675 	2675 	2675 	2675 
A,TOTAL,KM2,SI038	1456 	1456 	1456 	1456 	1456 	1456 	1456 	1456 	1456 	1456 
A,TOTAL,KM2,SI04	7840 	7840 	7840 	7840 	7840 	7840 	7840 	7840 	7840 	7840 
A,TOTAL,KM2,SI041	2334 	2334 	2334 	2334 	2334 	2334 	2334 	2334 	2334 	2334 
A,TOTAL,KM2,SI042	2137 	2137 	2137 	2137 	2137 	2137 	2137 	2137 	2137 	2137 
A,TOTAL,KM2,SI043	2325 	2325 	2325 	2325 	2325 	2325 	2325 	2325 	2325 	2325 
A,TOTAL,KM2,SI044	1044 	1044 	1044 	1044 	1044 	1044 	1044 	1044 	1044 	1044 
A,TOTAL,KM2,SK	49035 	49035 	49035 	49035 	49035 	49035 	49035 	49035 	49035 	49035 
A,TOTAL,KM2,SK0	49035 	49035 	49035 	49035 	49035 	49035 	49035 	49035 	49035 	49035 
A,TOTAL,KM2,SK01	2053 	2053 	2053 	2053 	2053 	2053 	2053 	2053 	2053 	2053 
A,TOTAL,KM2,SK010	2053 	2053 	2053 	2053 	2053 	2053 	2053 	2053 	2053 	2053 
A,TOTAL,KM2,SK02	14992 	14992 	14992 	14992 	14992 	14992 	14992 	14992 	14992 	14992 
A,TOTAL,KM2,SK021	4146 	4146 	4146 	4146 	4146 	4146 	4146 	4146 	4146 	4146 
A,TOTAL,KM2,SK022	4502 	4502 	4502 	4502 	4502 	4502 	4502 	4502 	4502 	4502 
A,TOTAL,KM2,SK023	6344 	6344 	6344 	6344 	6344 	6344 	6344 	6344 	6344 	6344 
A,TOTAL,KM2,SK03	16263 	16263 	16263 	16263 	16263 	16263 	16263 	16263 	16263 	16263 
A,TOTAL,KM2,SK031	6809 	6809 	6809 	6809 	6809 	6809 	6809 	6809 	6809 	6809 
A,TOTAL,KM2,SK032	9454 	9454 	9454 	9454 	9454 	9454 	9454 	9454 	9454 	9454 
A,TOTAL,KM2,SK04	15728 	15727 	15727 	15727 	15727 	15727 	15727 	15727 	15727 	15727 
A,TOTAL,KM2,SK041	8973 	8973 	8973 	8973 	8973 	8973 	8973 	8973 	8973 	8973 
A,TOTAL,KM2,SK042	6754 	6754 	6754 	6754 	6754 	6754 	6754 	6754 	6754 	6754 
A,TOTAL,KM2,TR	780272 	780270 	780270 	780270 	780270 	780270 	780270 	780270 	780270 	780270 
A,TOTAL,KM2,TR1	5340 	5340 	5340 	5340 	5340 	5340 	5340 	5340 	5340 	5340 
A,TOTAL,KM2,TR10	5340 	5340 	5340 	5340 	5340 	5340 	5340 	5340 	5340 	5340 
A,TOTAL,KM2,TR100	5340 	5340 	5340 	5340 	5340 	5340 	5340 	5340 	5340 	5340 
A,TOTAL,KM2,TR2	42906 	42906 	42906 	42906 	42906 	42906 	42906 	42906 	42906 	42906 
A,TOTAL,KM2,TR21	18839 	18839 	18839 	18839 	18839 	18839 	18839 	18839 	18839 	18839 
A,TOTAL,KM2,TR211	6386 	6386 	6386 	6386 	6386 	6386 	6386 	6386 	6386 	6386 
A,TOTAL,KM2,TR212	5920 	5920 	5920 	5920 	5920 	5920 	5920 	5920 	5920 	5920 
A,TOTAL,KM2,TR213	6533 	6533 	6533 	6533 	6533 	6533 	6533 	6533 	6533 	6533 
A,TOTAL,KM2,TR22	24067 	24067 	24067 	24067 	24067 	24067 	24067 	24067 	24067 	24067 
A,TOTAL,KM2,TR221	14367 	14367 	14367 	14367 	14367 	14367 	14367 	14367 	14367 	14367 
A,TOTAL,KM2,TR222	9700 	9700 	9700 	9700 	9700 	9700 	9700 	9700 	9700 	9700 
A,TOTAL,KM2,TR3	89181 	89180 	89180 	89180 	89180 	89180 	89180 	89180 	89180 	89180 
A,TOTAL,KM2,TR31	11802 	11802 	11802 	11802 	11802 	11802 	11802 	11802 	11802 	11802 
A,TOTAL,KM2,TR310	11802 	11802 	11802 	11802 	11802 	11802 	11802 	11802 	11802 	11802 
A,TOTAL,KM2,TR32	32027 	32027 	32027 	32027 	32027 	32027 	32027 	32027 	32027 	32027 
A,TOTAL,KM2,TR321	7803 	7803 	7803 	7803 	7803 	7803 	7803 	7803 	7803 	7803 
A,TOTAL,KM2,TR322	11804 	11804 	11804 	11804 	11804 	11804 	11804 	11804 	11804 	11804 
A,TOTAL,KM2,TR323	12420 	12420 	12420 	12420 	12420 	12420 	12420 	12420 	12420 	12420 
A,TOTAL,KM2,TR33	45352 	45351 	45351 	45351 	45351 	45351 	45351 	45351 	45351 	45351 
A,TOTAL,KM2,TR331	13236 	13236 	13236 	13236 	13236 	13236 	13236 	13236 	13236 	13236 
A,TOTAL,KM2,TR332	14730 	14730 	14730 	14730 	14730 	14730 	14730 	14730 	14730 	14730 
A,TOTAL,KM2,TR333	12016 	12016 	12016 	12016 	12016 	12016 	12016 	12016 	12016 	12016 
A,TOTAL,KM2,TR334	5369 	5369 	5369 	5369 	5369 	5369 	5369 	5369 	5369 	5369 
A,TOTAL,KM2,TR4	49324 	49324 	49324 	49324 	49324 	49324 	49324 	49324 	49324 	49324 
A,TOTAL,KM2,TR41	29107 	29108 	29108 	29108 	29108 	29108 	29108 	29108 	29108 	29108 
A,TOTAL,KM2,TR411	10893 	10893 	10893 	10893 	10893 	10893 	10893 	10893 	10893 	10893 
A,TOTAL,KM2,TR412	13907 	13907 	13907 	13907 	13907 	13907 	13907 	13907 	13907 	13907 
A,TOTAL,KM2,TR413	4308 	4308 	4308 	4308 	4308 	4308 	4308 	4308 	4308 	4308 
A,TOTAL,KM2,TR42	20217 	20216 	20216 	20216 	20216 	20216 	20216 	20216 	20216 	20216 
A,TOTAL,KM2,TR421	3600 	3600 	3600 	3600 	3600 	3600 	3600 	3600 	3600 	3600 
A,TOTAL,KM2,TR422	4896 	4896 	4896 	4896 	4896 	4896 	4896 	4896 	4896 	4896 
A,TOTAL,KM2,TR423	2574 	2574 	2574 	2574 	2574 	2574 	2574 	2574 	2574 	2574 
A,TOTAL,KM2,TR424	8340 	8340 	8340 	8340 	8340 	8340 	8340 	8340 	8340 	8340 
A,TOTAL,KM2,TR425	806 	806 	806 	806 	806 	806 	806 	806 	806 	806 
A,TOTAL,KM2,TR5	75006 	75007 	75007 	75007 	75007 	75007 	75007 	75007 	75007 	75007 
A,TOTAL,KM2,TR51	25460 	25460 	25460 	25460 	25460 	25460 	25460 	25460 	25460 	25460 
A,TOTAL,KM2,TR510	25460 	25460 	25460 	25460 	25460 	25460 	25460 	25460 	25460 	25460 
A,TOTAL,KM2,TR52	49546 	49547 	49547 	49547 	49547 	49547 	49547 	49547 	49547 	49547 
A,TOTAL,KM2,TR521	40678 	40678 	40678 	40678 	40678 	40678 	40678 	40678 	40678 	40678 
A,TOTAL,KM2,TR522	8869 	8869 	8869 	8869 	8869 	8869 	8869 	8869 	8869 	8869 
A,TOTAL,KM2,TR6	89109 	89110 	89110 	89110 	89110 	89110 	89110 	89110 	89110 	89110 
A,TOTAL,KM2,TR61	36562 	36562 	36562 	36562 	36562 	36562 	36562 	36562 	36562 	36562 
A,TOTAL,KM2,TR611	20486 	20486 	20486 	20486 	20486 	20486 	20486 	20486 	20486 	20486 
A,TOTAL,KM2,TR612	8942 	8942 	8942 	8942 	8942 	8942 	8942 	8942 	8942 	8942 
A,TOTAL,KM2,TR613	7134 	7134 	7134 	7134 	7134 	7134 	7134 	7134 	7134 	7134 
A,TOTAL,KM2,TR62	29251 	29251 	29251 	29251 	29251 	29251 	29251 	29251 	29251 	29251 
A,TOTAL,KM2,TR621	13906 	13906 	13906 	13906 	13906 	13906 	13906 	13906 	13906 	13906 
A,TOTAL,KM2,TR622	15345 	15345 	15345 	15345 	15345 	15345 	15345 	15345 	15345 	15345 
A,TOTAL,KM2,TR63	23296 	23297 	23297 	23297 	23297 	23297 	23297 	23297 	23297 	23297 
A,TOTAL,KM2,TR631	5640 	5640 	5640 	5640 	5640 	5640 	5640 	5640 	5640 	5640 
A,TOTAL,KM2,TR632	14463 	14463 	14463 	14463 	14463 	14463 	14463 	14463 	14463 	14463 
A,TOTAL,KM2,TR633	3194 	3194 	3194 	3194 	3194 	3194 	3194 	3194 	3194 	3194 
A,TOTAL,KM2,TR7	91645 	91644 	91644 	91644 	91644 	91644 	91644 	91644 	91644 	91644 
A,TOTAL,KM2,TR71	31863 	31862 	31862 	31862 	31862 	31862 	31862 	31862 	31862 	31862 
A,TOTAL,KM2,TR711	4570 	4570 	4570 	4570 	4570 	4570 	4570 	4570 	4570 	4570 
A,TOTAL,KM2,TR712	7995 	7995 	7995 	7995 	7995 	7995 	7995 	7995 	7995 	7995 
A,TOTAL,KM2,TR713	7367 	7367 	7367 	7367 	7367 	7367 	7367 	7367 	7367 	7367 
A,TOTAL,KM2,TR714	5394 	5394 	5394 	5394 	5394 	5394 	5394 	5394 	5394 	5394 
A,TOTAL,KM2,TR715	6536 	6536 	6536 	6536 	6536 	6536 	6536 	6536 	6536 	6536 
A,TOTAL,KM2,TR72	59782 	59782 	59782 	59782 	59782 	59782 	59782 	59782 	59782 	59782 
A,TOTAL,KM2,TR721	17118 	17118 	17118 	17118 	17118 	17118 	17118 	17118 	17118 	17118 
A,TOTAL,KM2,TR722	28583 	28583 	28583 	28583 	28583 	28583 	28583 	28583 	28583 	28583 
A,TOTAL,KM2,TR723	14081 	14081 	14081 	14081 	14081 	14081 	14081 	14081 	14081 	14081 
A,TOTAL,KM2,TR8	74039 	74038 	74038 	74038 	74038 	74038 	74038 	74038 	74038 	74038 
A,TOTAL,KM2,TR81	9538 	9538 	9538 	9538 	9538 	9538 	9538 	9538 	9538 	9538 
A,TOTAL,KM2,TR811	3333 	3333 	3333 	3333 	3333 	3333 	3333 	3333 	3333 	3333 
A,TOTAL,KM2,TR812	4105 	4105 	4105 	4105 	4105 	4105 	4105 	4105 	4105 	4105 
A,TOTAL,KM2,TR813	2100 	2100 	2100 	2100 	2100 	2100 	2100 	2100 	2100 	2100 
A,TOTAL,KM2,TR82	26497 	26497 	26497 	26497 	26497 	26497 	26497 	26497 	26497 	26497 
A,TOTAL,KM2,TR821	13177 	13177 	13177 	13177 	13177 	13177 	13177 	13177 	13177 	13177 
A,TOTAL,KM2,TR822	7488 	7488 	7488 	7488 	7488 	7488 	7488 	7488 	7488 	7488 
A,TOTAL,KM2,TR823	5832 	5832 	5832 	5832 	5832 	5832 	5832 	5832 	5832 	5832 
A,TOTAL,KM2,TR83	38004 	38003 	38003 	38003 	38003 	38003 	38003 	38003 	38003 	38003 
A,TOTAL,KM2,TR831	9433 	9433 	9433 	9433 	9433 	9433 	9433 	9433 	9433 	9433 
A,TOTAL,KM2,TR832	10072 	10072 	10072 	10072 	10072 	10072 	10072 	10072 	10072 	10072 
A,TOTAL,KM2,TR833	12794 	12794 	12794 	12794 	12794 	12794 	12794 	12794 	12794 	12794 
A,TOTAL,KM2,TR834	5704 	5704 	5704 	5704 	5704 	5704 	5704 	5704 	5704 	5704 
A,TOTAL,KM2,TR9	35057 	35058 	35058 	35058 	35058 	35058 	35058 	35058 	35058 	35058 
A,TOTAL,KM2,TR90	35057 	35058 	35058 	35058 	35058 	35058 	35058 	35058 	35058 	35058 
A,TOTAL,KM2,TR901	4631 	4631 	4631 	4631 	4631 	4631 	4631 	4631 	4631 	4631 
A,TOTAL,KM2,TR902	5902 	5902 	5902 	5902 	5902 	5902 	5902 	5902 	5902 	5902 
A,TOTAL,KM2,TR903	6782 	6782 	6782 	6782 	6782 	6782 	6782 	6782 	6782 	6782 
A,TOTAL,KM2,TR904	3936 	3936 	3936 	3936 	3936 	3936 	3936 	3936 	3936 	3936 
A,TOTAL,KM2,TR905	7368 	7368 	7368 	7368 	7368 	7368 	7368 	7368 	7368 	7368 
A,TOTAL,KM2,TR906	6439 	6439 	6439 	6439 	6439 	6439 	6439 	6439 	6439 	6439 
A,TOTAL,KM2,TRA	70765 	70766 	70766 	70766 	70766 	70766 	70766 	70766 	70766 	70766 
A,TOTAL,KM2,TRA1	40818 	40818 	40818 	40818 	40818 	40818 	40818 	40818 	40818 	40818 
A,TOTAL,KM2,TRA11	25338 	25338 	25338 	25338 	25338 	25338 	25338 	25338 	25338 	25338 
A,TOTAL,KM2,TRA12	11741 	11741 	11741 	11741 	11741 	11741 	11741 	11741 	11741 	11741 
A,TOTAL,KM2,TRA13	3739 	3739 	3739 	3739 	3739 	3739 	3739 	3739 	3739 	3739 
A,TOTAL,KM2,TRA2	29948 	29948 	29948 	29948 	29948 	29948 	29948 	29948 	29948 	29948 
A,TOTAL,KM2,TRA21	11381 	11381 	11381 	11381 	11381 	11381 	11381 	11381 	11381 	11381 
A,TOTAL,KM2,TRA22	9959 	9959 	9959 	9959 	9959 	9959 	9959 	9959 	9959 	9959 
A,TOTAL,KM2,TRA23	3483 	3483 	3483 	3483 	3483 	3483 	3483 	3483 	3483 	3483 
A,TOTAL,KM2,TRA24	5125 	5125 	5125 	5125 	5125 	5125 	5125 	5125 	5125 	5125 
A,TOTAL,KM2,TRB	81820 	81819 	81819 	81819 	81819 	81819 	81819 	81819 	81819 	81819 
A,TOTAL,KM2,TRB1	37339 	37339 	37339 	37339 	37339 	37339 	37339 	37339 	37339 	37339 
A,TOTAL,KM2,TRB11	12110 	12110 	12110 	12110 	12110 	12110 	12110 	12110 	12110 	12110 
A,TOTAL,KM2,TRB12	9339 	9339 	9339 	9339 	9339 	9339 	9339 	9339 	9339 	9339 
A,TOTAL,KM2,TRB13	8259 	8259 	8259 	8259 	8259 	8259 	8259 	8259 	8259 	8259 
A,TOTAL,KM2,TRB14	7631 	7631 	7631 	7631 	7631 	7631 	7631 	7631 	7631 	7631 
A,TOTAL,KM2,TRB2	44481 	44480 	44480 	44480 	44480 	44480 	44480 	44480 	44480 	44480 
A,TOTAL,KM2,TRB21	20568 	20568 	20568 	20568 	20568 	20568 	20568 	20568 	20568 	20568 
A,TOTAL,KM2,TRB22	8071 	8071 	8071 	8071 	8071 	8071 	8071 	8071 	8071 	8071 
A,TOTAL,KM2,TRB23	8850 	8850 	8850 	8850 	8850 	8850 	8850 	8850 	8850 	8850 
A,TOTAL,KM2,TRB24	6991 	6991 	6991 	6991 	6991 	6991 	6991 	6991 	6991 	6991 
A,TOTAL,KM2,TRC	76079 	76078 	76078 	76078 	76078 	76078 	76078 	76078 	76078 	76078 
A,TOTAL,KM2,TRC1	15735 	15734 	15734 	15734 	15734 	15734 	15734 	15734 	15734 	15734 
A,TOTAL,KM2,TRC11	6844 	6844 	6844 	6844 	6844 	6844 	6844 	6844 	6844 	6844 
A,TOTAL,KM2,TRC12	7529 	7529 	7529 	7529 	7529 	7529 	7529 	7529 	7529 	7529 
A,TOTAL,KM2,TRC13	1361 	1361 	1361 	1361 	1361 	1361 	1361 	1361 	1361 	1361 
A,TOTAL,KM2,TRC2	34512 	34511 	34511 	34511 	34511 	34511 	34511 	34511 	34511 	34511 
A,TOTAL,KM2,TRC21	19301 	19301 	19301 	19301 	19301 	19301 	19301 	19301 	19301 	19301 
A,TOTAL,KM2,TRC22	15210 	15210 	15210 	15210 	15210 	15210 	15210 	15210 	15210 	15210 
A,TOTAL,KM2,TRC3	25832 	25833 	25833 	25833 	25833 	25833 	25833 	25833 	25833 	25833 
A,TOTAL,KM2,TRC31	8697 	8697 	8697 	8697 	8697 	8697 	8697 	8697 	8697 	8697 
A,TOTAL,KM2,TRC32	4661 	4661 	4661 	4661 	4661 	4661 	4661 	4661 	4661 	4661 
A,TOTAL,KM2,TRC33	6998 	6998 	6998 	6998 	6998 	6998 	6998 	6998 	6998 	6998 
A,TOTAL,KM2,TRC34	5477 	5477 	5477 	5477 	5477 	5477 	5477 	5477 	5477 	5477 
A,TOTAL,KM2,UK	248536 	244381 	244381 	244381 	244423 	244423 	244423 	: m	: m	: m
A,TOTAL,KM2,UKC	8676 	8593 	8593 	8593 	8593 	8593 	8593 	: m	: m	: m
A,TOTAL,KM2,UKC1	3047 	3027 	3027 	3027 	3027 	3027 	3027 	: m	: m	: m
A,TOTAL,KM2,UKC11	308 	299 	299 	299 	299 	299 	299 	: m	: m	: m
A,TOTAL,KM2,UKC12	308 	299 	299 	299 	299 	299 	299 	: m	: m	: m
A,TOTAL,KM2,UKC13	197 	197 	197 	197 	197 	197 	197 	: m	: m	: m
A,TOTAL,KM2,UKC14	2233 	2232 	2232 	2232 	2232 	2232 	2232 	: m	: m	: m
A,TOTAL,KM2,UKC2	5630 	5566 	5566 	5566 	5566 	5566 	5566 	: m	: m	: m
A,TOTAL,KM2,UKC21	5078 	5026 	5026 	5026 	5026 	5026 	5026 	: m	: m	: m
A,TOTAL,KM2,UKC22	412 	403 	403 	403 	403 	403 	403 	: m	: m	: m
A,TOTAL,KM2,UKC23	140 	137 	137 	137 	137 	137 	137 	: m	: m	: m
A,TOTAL,KM2,UKD	14919 	14164 	14164 	14164 	14164 	14164 	14164 	: m	: m	: m
A,TOTAL,KM2,UKD1	7182 	6822 	6822 	6822 	6822 	6822 	6822 	: m	: m	: m
A,TOTAL,KM2,UKD11	2228 	2073 	2073 	2073 	2073 	2073 	2073 	: m	: m	: m
A,TOTAL,KM2,UKD12	4954 	4749 	4749 	4749 	4749 	4749 	4749 	: m	: m	: m
A,TOTAL,KM2,UKD3	1276 	1276 	1276 	1276 	1276 	1276 	1276 	: m	: m	: m
A,TOTAL,KM2,UKD33	116 	116 	116 	116 	116 	116 	116 	: m	: m	: m
A,TOTAL,KM2,UKD34	203 	203 	203 	203 	203 	203 	203 	: m	: m	: m
A,TOTAL,KM2,UKD35	229 	229 	229 	229 	229 	229 	229 	: m	: m	: m
A,TOTAL,KM2,UKD36	328 	328 	328 	328 	328 	328 	328 	: m	: m	: m
A,TOTAL,KM2,UKD37	400 	400 	400 	400 	400 	400 	400 	: m	: m	: m
A,TOTAL,KM2,UKD4	3263 	3076 	3076 	3076 	3076 	3076 	3076 	: m	: m	: m
A,TOTAL,KM2,UKD41	137 	137 	137 	137 	137 	137 	137 	: m	: m	: m
A,TOTAL,KM2,UKD42	43 	35 	35 	35 	35 	35 	35 	: m	: m	: m
A,TOTAL,KM2,UKD44	983 	858 	858 	858 	858 	858 	858 	: m	: m	: m
A,TOTAL,KM2,UKD45	1025 	1005 	1005 	1005 	1005 	1005 	1005 	: m	: m	: m
A,TOTAL,KM2,UKD46	491 	491 	491 	491 	491 	491 	491 	: m	: m	: m
A,TOTAL,KM2,UKD47	584 	550 	550 	550 	550 	550 	550 	: m	: m	: m
A,TOTAL,KM2,UKD6	2290 	2264 	2264 	2264 	2264 	2264 	2264 	: m	: m	: m
A,TOTAL,KM2,UKD61	182 	181 	181 	181 	181 	181 	181 	: m	: m	: m
A,TOTAL,KM2,UKD62	1166 	1166 	1166 	1166 	1166 	1166 	1166 	: m	: m	: m
A,TOTAL,KM2,UKD63	941 	917 	917 	917 	917 	917 	917 	: m	: m	: m
A,TOTAL,KM2,UKD7	908 	726 	726 	726 	726 	726 	726 	: m	: m	: m
A,TOTAL,KM2,UKD71	313 	302 	302 	302 	302 	302 	302 	: m	: m	: m
A,TOTAL,KM2,UKD72	134 	112 	112 	112 	112 	112 	112 	: m	: m	: m
A,TOTAL,KM2,UKD73	205 	155 	155 	155 	155 	155 	155 	: m	: m	: m
A,TOTAL,KM2,UKD74	256 	157 	157 	157 	157 	157 	157 	: m	: m	: m
A,TOTAL,KM2,UKE	15562 	15409 	15409 	15409 	15409 	15409 	15409 	: m	: m	: m
A,TOTAL,KM2,UKE1	3656 	3515 	3515 	3515 	3515 	3515 	3515 	: m	: m	: m
A,TOTAL,KM2,UKE11	82 	71 	71 	71 	71 	71 	71 	: m	: m	: m
A,TOTAL,KM2,UKE12	2495 	2406 	2406 	2406 	2406 	2406 	2406 	: m	: m	: m
A,TOTAL,KM2,UKE13	1079 	1038 	1038 	1038 	1038 	1038 	1038 	: m	: m	: m
A,TOTAL,KM2,UKE2	8325 	8312 	8312 	8312 	8312 	8312 	8312 	: m	: m	: m
A,TOTAL,KM2,UKE21	272 	272 	272 	272 	272 	272 	272 	: m	: m	: m
A,TOTAL,KM2,UKE22	8053 	8040 	8040 	8040 	8040 	8040 	8040 	: m	: m	: m
A,TOTAL,KM2,UKE3	1552 	1552 	1552 	1552 	1552 	1552 	1552 	: m	: m	: m
